OBJECTID *,FULL_ADDRE,zon_new,full_zonin,PIN,MAPBLOCKLO,hood,ZIP_CODE,POINT_X,POINT_Y
1,182 34TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049S00119000000,49-S-119,Lower Lawrenceville,15201,-79.968031,40.462882
2,5239 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00145000000,80-C-145,Upper Lawrenceville,15201,-79.954011,40.48131
3,5158 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00087000000,80-C-87,Upper Lawrenceville,15201,-79.954548,40.479883
4,5229 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00140000000,80-C-140,Upper Lawrenceville,15201,-79.954143,40.481117
5,5227 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00139000000,80-C-139,Upper Lawrenceville,15201,-79.954235,40.481095
6,5150 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00091000000,80-C-91,Upper Lawrenceville,15201,-79.954584,40.47967
7,5203 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080C00018000000,80-C-18,Upper Lawrenceville,15201,-79.953682,40.480069
8,5161 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00113000000,80-C-113,Upper Lawrenceville,15201,-79.95498,40.48008
9,5232 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00170000000,80-C-170,Upper Lawrenceville,15201,-79.954549,40.481374
10,41 MCCANDLESS AVE,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00159000000,80-C-159,Upper Lawrenceville,15201,-79.953944,40.481817
11,5200 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00078000000,80-C-78,Upper Lawrenceville,15201,-79.954225,40.480403
12,5152 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00090000000,80-C-90,Upper Lawrenceville,15201,-79.95455,40.479714
13,5166 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00083000000,80-C-83,Upper Lawrenceville,15201,-79.954424,40.480068
14,5205 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080C00020000000,80-C-20,Upper Lawrenceville,15201,-79.953604,40.480124
15,5151 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00107000000,80-C-107,Upper Lawrenceville,15201,-79.955055,40.479824
16,5208 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00073000000,80-C-73,Upper Lawrenceville,15201,-79.954096,40.480587
17,5159 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080C00008000C00,80-C-8-C,Upper Lawrenceville,15201,-79.954016,40.479448
18,5259 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00064000000,80-D-64,Upper Lawrenceville,15201,-79.952294,40.48145
19,5269 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00069000000,80-D-69,Upper Lawrenceville,15201,-79.95202,40.481621
20,5272 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00094000000,80-D-94,Upper Lawrenceville,15201,-79.951745,40.481431
21,5268 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00096000A00,80-D-96-A,Upper Lawrenceville,15201,-79.951858,40.481381
22,5252 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00103000000,80-D-103,Upper Lawrenceville,15201,-79.952255,40.481134
23,5238 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00115000000,80-D-115,Upper Lawrenceville,15201,-79.952809,40.480665
24,5226 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00173000000,80-C-173,Upper Lawrenceville,15201,-79.954647,40.481236
25,5231 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00045000B00,80-D-45-B,Upper Lawrenceville,15201,-79.953171,40.480657
26,5240 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00114000000,80-D-114,Upper Lawrenceville,15201,-79.952779,40.480703
27,5241 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00114000B00,80-D-114-B,Upper Lawrenceville,15201,-79.952557,40.480596
28,5234 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00169000000,80-C-169,Upper Lawrenceville,15201,-79.954518,40.481405
29,5244 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00165000000,80-C-165,Upper Lawrenceville,15201,-79.954376,40.481548
30,5235 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00047000000,80-D-47,Upper Lawrenceville,15201,-79.95311,40.480731
31,5268 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00006000000,80-D-6,Upper Lawrenceville,15201,-79.952574,40.481907
32,5233 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00119000000,80-D-119,Upper Lawrenceville,15201,-79.95271,40.480407
33,5236 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00116000A00,80-D-116-A,Upper Lawrenceville,15201,-79.952832,40.480609
34,5144 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00094000000,80-C-94,Upper Lawrenceville,15201,-79.95471,40.479531
35,5272 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00002000000,80-D-2,Upper Lawrenceville,15201,-79.952443,40.481964
36,5257 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00187000A00,80-D-187-A,Upper Lawrenceville,15201,-79.951682,40.48086
37,5250 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00019000000,80-D-19,Upper Lawrenceville,15201,-79.952921,40.481583
38,5229 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00045000A00,80-D-45-A,Upper Lawrenceville,15201,-79.953195,40.480625
39,5247 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00058000000,80-D-58,Upper Lawrenceville,15201,-79.952662,40.481271
40,5233 DRESDEN WAY,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00028000000,80-D-28,Upper Lawrenceville,15201,-79.953423,40.481045
41,5266 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00194000000,80-D-194,Upper Lawrenceville,15201,-79.951531,40.481172
42,115 53RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00199000000,80-D-199,Upper Lawrenceville,15201,-79.951212,40.481382
43,5229 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00122000000,80-D-122,Upper Lawrenceville,15201,-79.952792,40.48032
44,5260 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00191000A00,80-D-191-A,Upper Lawrenceville,15201,-79.951709,40.48109
45,5238 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00023000000,80-D-23,Upper Lawrenceville,15201,-79.953537,40.481315
46,5236 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00024000000,80-D-24,Upper Lawrenceville,15201,-79.95362,40.481284
47,5332 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00220000A00,80-D-220-A,Upper Lawrenceville,15201,-79.950368,40.481825
48,5320 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00237000000,80-D-237,Upper Lawrenceville,15201,-79.950165,40.481355
49,5213 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00159000000,80-D-159,Upper Lawrenceville,15201,-79.952663,40.479831
50,5328 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00235000000,80-D-235,Upper Lawrenceville,15201,-79.950011,40.481464
51,5166 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080C00002000B00,80-C-2-B,Upper Lawrenceville,15201,-79.9537,40.479477
52,5210 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00072000000,80-C-72,Upper Lawrenceville,15201,-79.954028,40.480634
53,5170 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00081000000,80-C-81,Upper Lawrenceville,15201,-79.954362,40.480172
54,5163 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080C00010000000,80-C-10,Upper Lawrenceville,15201,-79.953918,40.479593
55,39 MCCANDLESS AVE,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00160000000,80-C-160,Upper Lawrenceville,15201,-79.953989,40.481852
56,5254 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00102000000,80-D-102,Upper Lawrenceville,15201,-79.952203,40.481188
57,125 51ST ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00300000000,80-C-300,Upper Lawrenceville,15201,-79.957224,40.480019
58,5173 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00148000200,80-D-148-2,Upper Lawrenceville,15201,-79.953414,40.479498
59,5318 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00214000D00,80-D-214-D,Upper Lawrenceville,15201,-79.950676,40.481659
60,5311 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00209000200,80-D-209-2,Upper Lawrenceville,15201,-79.950692,40.481442
61,5204 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00142000000,80-D-142,Upper Lawrenceville,15201,-79.953391,40.479952
62,137 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00268000000,80-D-268,Upper Lawrenceville,15201,-79.95153,40.480387
63,5241 KENT WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00274000000,80-D-274,Upper Lawrenceville,15201,-79.95174,40.480148
64,5304 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00201000000,80-D-201,Upper Lawrenceville,15201,-79.951073,40.481437
65,5261 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00190000A00,80-D-190-A,Upper Lawrenceville,15201,-79.95159,40.480908
66,5220 DRESDEN WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00042000A00,80-D-42-A,Upper Lawrenceville,15201,-79.953537,40.480604
67,5221 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00042000000,80-D-42,Upper Lawrenceville,15201,-79.953327,40.480498
68,5212 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00138000000,80-D-138,Upper Lawrenceville,15201,-79.953224,40.480125
69,310 54TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00223000000,80-D-223,Upper Lawrenceville,15201,-79.950098,40.481834
70,5267 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00068000000,80-D-68,Upper Lawrenceville,15201,-79.952069,40.481586
71,5264 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00097000000,80-D-97,Upper Lawrenceville,15201,-79.951928,40.481342
72,5232 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00118000000,80-D-118,Upper Lawrenceville,15201,-79.952907,40.480493
73,5258 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00100000000,80-D-100,Upper Lawrenceville,15201,-79.952075,40.481252
74,5230 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00171000000,80-C-171,Upper Lawrenceville,15201,-79.954572,40.481326
75,5305 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00074000000,80-D-74,Upper Lawrenceville,15201,-79.95166,40.481814
76,5240 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00166000000,80-C-166,Upper Lawrenceville,15201,-79.954434,40.48149
77,5269 DRESDEN WAY,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00006000A00,80-D-6-A,Upper Lawrenceville,15201,-79.952428,40.481745
78,5317 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00215000000,80-D-215,Upper Lawrenceville,15201,-79.95054,40.481528
79,5227 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00132000000,80-D-132,Upper Lawrenceville,15201,-79.952821,40.480274
80,421 52ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00152000C00,80-D-152-C,Upper Lawrenceville,15201,-79.952918,40.479476
81,5322 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00214000B00,80-D-214-B,Upper Lawrenceville,15201,-79.950591,40.481707
82,5210 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00139000000,80-D-139,Upper Lawrenceville,15201,-79.953254,40.480086
83,308 54TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00222000000,80-D-222,Upper Lawrenceville,15201,-79.950166,40.481889
84,5328 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00218000000,80-D-218,Upper Lawrenceville,15201,-79.950485,40.481767
85,5176 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00145000000,80-D-145,Upper Lawrenceville,15201,-79.953594,40.479661
86,5314 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00209000300,80-D-209-3,Upper Lawrenceville,15201,-79.950772,40.481595
87,117 53RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00200000000,80-D-200,Upper Lawrenceville,15201,-79.951185,40.481353
88,5175 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00121000000,80-C-121,Upper Lawrenceville,15201,-79.954755,40.480446
89,5270 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00005000000,80-D-5,Upper Lawrenceville,15201,-79.952531,40.481928
90,5262 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080D00011000000,80-D-11,Upper Lawrenceville,15201,-79.952773,40.481816
91,5170 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080C00002000000,80-C-2,Upper Lawrenceville,15201,-79.953661,40.479538
92,5253 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00061000000,80-D-61,Upper Lawrenceville,15201,-79.952471,40.481368
93,5204 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00075000000,80-C-75,Upper Lawrenceville,15201,-79.954133,40.480512
94,5250 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00162000000,80-C-162,Upper Lawrenceville,15201,-79.954287,40.481636
95,5148 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00092000000,80-C-92,Upper Lawrenceville,15201,-79.954622,40.479623
96,5145 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00102000000,80-C-102,Upper Lawrenceville,15201,-79.955235,40.479628
97,5245 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00149000000,80-C-149,Upper Lawrenceville,15201,-79.95395,40.481491
98,5146 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00093000000,80-C-93,Upper Lawrenceville,15201,-79.954664,40.479568
99,5160 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00085000000,80-C-85,Upper Lawrenceville,15201,-79.954481,40.479937
100,5202 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00077000000,80-C-77,Upper Lawrenceville,15201,-79.954174,40.480471
101,5171 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00119000000,80-C-119,Upper Lawrenceville,15201,-79.954819,40.480341
102,5154 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00089000100,80-C-89-1,Upper Lawrenceville,15201,-79.954567,40.479772
103,5222 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00066000000,80-C-66,Upper Lawrenceville,15201,-79.953821,40.480935
104,5243 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00051000000,80-D-51,Upper Lawrenceville,15201,-79.952991,40.480996
105,5207 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00034000000,80-D-34,Upper Lawrenceville,15201,-79.953569,40.480167
106,95 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00057000000,80-D-57,Upper Lawrenceville,15201,-79.952713,40.481229
107,5150 RUBY ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00200000000,80-C-200,Upper Lawrenceville,15201,-79.955444,40.479952
108,5214 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00071000000,80-C-71,Upper Lawrenceville,15201,-79.953881,40.480698
109,5212 DRESDEN WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00038000A00,80-D-38-A,Upper Lawrenceville,15201,-79.95366,40.480466
110,5265 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00192000A00,80-D-192-A,Upper Lawrenceville,15201,-79.951489,40.48097
111,5231 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00121000000,80-D-121,Upper Lawrenceville,15201,-79.952756,40.480364
112,119 53RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00203000000,80-D-203,Upper Lawrenceville,15201,-79.951128,40.481323
113,5202 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00143000100,80-D-143-1,Upper Lawrenceville,15201,-79.953413,40.479897
114,5307 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00075000000,80-D-75,Upper Lawrenceville,15201,-79.951594,40.481845
115,5246 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00164000000,80-C-164,Upper Lawrenceville,15201,-79.954347,40.481577
116,211 52ND ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00179000000,80-C-179,Upper Lawrenceville,15201,-79.954713,40.481044
117,5305 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00207000000,80-D-207,Upper Lawrenceville,15201,-79.950887,40.481327
118,5309 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00209000400,80-D-209-4,Upper Lawrenceville,15201,-79.950775,40.481392
119,5261 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00065000000,80-D-65,Upper Lawrenceville,15201,-79.952234,40.481484
120,5262 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00098000000,80-D-98,Upper Lawrenceville,15201,-79.951979,40.481309
121,5249 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00059000000,80-D-59,Upper Lawrenceville,15201,-79.952593,40.481302
122,5230 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00061000000,80-C-61,Upper Lawrenceville,15201,-79.953721,40.481205
123,35 MCCANDLESS AVE,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00161000000,80-C-161,Upper Lawrenceville,15201,-79.954057,40.481877
124,5167 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0080C00117000000,80-C-117,Upper Lawrenceville,15201,-79.954878,40.480241
125,5215 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00037000A00,80-D-37-A,Upper Lawrenceville,15201,-79.953466,40.480312
126,5248 HARRISON ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00163000000,80-C-163,Upper Lawrenceville,15201,-79.954317,40.481605
127,5237 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00048000000,80-D-48,Upper Lawrenceville,15201,-79.953076,40.480775
128,5256 NATRONA WAY APT A,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00188000000,80-D-188,Upper Lawrenceville,15201,-79.95187,40.481005
129,5216 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00136000A00,80-D-136-A,Upper Lawrenceville,15201,-79.953182,40.480212
130,5270 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00095000000,80-D-95,Upper Lawrenceville,15201,-79.951779,40.481398
131,5255 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00187000000,80-D-187,Upper Lawrenceville,15201,-79.951722,40.480838
132,5327 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00217000B00,80-D-217-B,Upper Lawrenceville,15201,-79.950356,40.481631
133,5216 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00162000A00,80-D-162-A,Upper Lawrenceville,15201,-79.952787,40.480044
134,5204 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00153000000,80-D-153,Upper Lawrenceville,15201,-79.95299,40.479793
135,5225 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00166000000,80-D-166,Upper Lawrenceville,15201,-79.952411,40.480136
136,125 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00181000200,80-D-181-2,Upper Lawrenceville,15201,-79.95199,40.480734
137,5332 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00232000000,80-D-232,Upper Lawrenceville,15201,-79.94989,40.481537
138,5312 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00242000000,80-D-242,Upper Lawrenceville,15201,-79.950411,40.48125
139,121 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00181000400,80-D-181-4,Upper Lawrenceville,15201,-79.952054,40.480778
140,5174 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00146000000,80-D-146,Upper Lawrenceville,15201,-79.953621,40.479616
141,123 53RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00205000000,80-D-205,Upper Lawrenceville,15201,-79.951036,40.481268
142,5264 NATRONA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00193000000,80-D-193,Upper Lawrenceville,15201,-79.951584,40.481141
143,115 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00181000700,80-D-181-7,Upper Lawrenceville,15201,-79.952161,40.480845
144,5258 DRESDEN WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00063000A00,80-D-63-A,Upper Lawrenceville,15201,-79.952487,40.481557
145,5322 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00236000000,80-D-236,Upper Lawrenceville,15201,-79.950106,40.481396
146,5172 CARNEGIE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00147000000,80-D-147,Upper Lawrenceville,15201,-79.95364,40.479577
147,5306 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00340000000,80-D-340,Upper Lawrenceville,15201,-79.949833,40.480588
148,5227 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00298000001,80-D-298-0-1,Upper Lawrenceville,15201,-79.951771,40.479528
149,5266 KEYSTONE ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00256000000,80-D-256,Upper Lawrenceville,15201,-79.951206,40.480835
